Rank,Name,,Country,Qualification,Semi-Final,Final
68,RACHELLE,DE CHARMOY,RSA,0t0z 0 0,,
68,REBECCA,FRANGOS,CAN,0t0z 0 0,,
68,JAYATI,GADAMSHETTY,IND,0t0z 0 0,,
68,MARÍA FERNANDA,GONZÁLEZ RÁMIREZ,MEX,0t0z 0 0,,
68,VALERIA,MACIAS FERREIRA,MEX,0t0z 0 0,,
68,ASSEL,MARLENOVA,KAZ,0t0z 0 0,,
68,ROXY,PERRY,AUS,0t0z 0 0,,
68,SARAH,TETZLAFF,NZL,0t0z 0 0,,
68,WAI-PING,YU,HKG,0t0z 0 0,,
79,ANNA,BROZEK,POL,0t0z 0 0,,
79,PATRYCJA,CHUDZIAK,POL,0t0z 0 0,,
79,JENNIFER MARIE,DE LA TORRE,MEX,0t0z 0 0,,
79,BIANCA,DE MAGALHAES DE CASTRO,BRA,0t0z 0 0,,
79,ARANTZA,FERNÁNDEZ GUTIERREZ,MEX,0t0z 0 0,,
79,DHANSHRI,LEKURWALA,IND,0t0z 0 0,,
79,HSIU-JU,LIN,TPE,0t0z 0 0,,
79,ARANTZA,LUNA VELASCO,MEX,0t0z 0 0,,
79,SIDDHI SHEKHAR,MANERIKAR,IND,0t0z 0 0,,
79,JOANNA,NEAME,GBR,0t0z 0 0,,
79,AMOUR,PAZ,ISR,0t0z 0 0,,
