Rank,Name,,Country,Qualification,Semi-Final,Final,event_name,date,gender
20,YANA,CHERESHNEVA,RUS,top  1. | top  1. [18.39],26+,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
21,MARIYA,NIKOLAEVA,RUS,top  1. | top  1. [18.39],19,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
22,WOON-SEON,SHIN,KOR,top  1. | top  1. [18.39],17,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
23,OLENA,OSTAPENKO,UKR,top  1. | top  1. [18.39],12,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
24,BARBARA,BACHER,AUT,top  1. | top  1. [18.39],12-,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
24,MATHILDE,BRUMAGNE,BEL,top  1. | top  1. [18.39],12-,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
24,FLORENCE,PINET,FRA,top  1. | top  1. [18.39],12-,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
24,REBEKKA,STOTZ,SUI,top  1. | top  1. [18.39],12-,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
24,GALINA,TERENTEVA,RUS,top  1. | top  1. [18.39],12-,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
29,AMANDA,ROHNER,SUI,top  1. | 27-  41. [26.01],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
29,STEPHANIE,TRABER,FRA,31-  33. | top  1. [26.01],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
31,KINGA,OCIEPKA,POL,29   34. | top  1. [26.59],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
32,SASHA,DIGIULIAN,USA,top  1. | 24-  43. [26.79],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
33,HANNARAI,SONG,KOR,23+  37. | top  1. [27.54],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
34,YUKA,KOBAYASHI,JPN,top  1. | 23   46. [27.70],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
35,MATHILDE,BECERRA,FRA,23   38. | top  1. [27.91],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
36,MANUELA,SIGRIST,SUI,22   40. | top  1. [28.64],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
37,HELENA,ALEMAN SOBRINO,ESP,22-  41. | top  1. [30.20],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
37,ASJA,GOSAR,SLO,22-  41. | top  1. [30.20],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
37,AGATA,MODRZEJEWSKA,POL,22-  41. | top  1. [30.20],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
37,RISA,OTA,JPN,22-  41. | top  1. [30.20],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
37,MAGDALENA,RÖCK,AUT,22-  41. | top  1. [30.20],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
42,JAIN,KIM,KOR,top  1. | 12.5   57. [30.67],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
43,ALEXANDRA,LADURNER,ITA,21   49. | top  1. [31.69],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
44,KATHERINE,CHOONG,SUI,19-  53. | top  1. [32.96],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
45,NIKKI,VAN BERGEN,NED,28+  36. | 22   51. [42.85],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
46,ANOUK,PIOLA,SUI,29   34. | 13-  56. [43.95],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
47,BERIT,SCHWAIGER,AUT,23-  39. | 17-  52. [45.46],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
48,TINA JOHNSEN,HAFSAAS,NOR,20-  51. | 26-  42. [46.28],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
49,JANINE,CARDOSO,BRA,22-  41. | 23-  48. [46.70],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
49,LUISA,DEUBZER,GER,22-  41. | 23-  48. [46.70],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
51,JESSICA,FAURE,FRA,20+  50. | 23   46. [48.22],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
52,IRATI,ANDA VILLANUEVA,ESP,22-  41. | 17-  52. [48.56],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
53,ZOË,MAIRE,SUI,18-  55. | 24-  43. [48.91],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
54,MANUELA,VALSECCHI,ITA,17   56. | 23+  45. [50.20],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
55,XUHUA,PAN,CHN,19   52. | 23-  48. [50.48],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
56,SOHO,LANGBEHN,CHI,18+  54. | 17-  52. [53.50],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
57,BARBARA,BÜSCHLEN,SUI,16   57. | 16+  55. [55.99],,,Chamonix_(FRA)_2010,12 July - 13 July 2010,Women
1,ADAM,ONDRA,CZE,top,32-,Xining_(CHN)_2010,20 August - 21 August 2010,Men
2,JAKOB,SCHUBERT,AUT,41-,32-,Xining_(CHN)_2010,20 August - 21 August 2010,Men
3,GAUTIER,SUPPER,FRA,38+,23-,Xining_(CHN)_2010,20 August - 21 August 2010,Men
4,DAVID,LAMA,AUT,46-,22,Xining_(CHN)_2010,20 August - 21 August 2010,Men
5,SACHI,AMMA,JPN,40+,21,Xining_(CHN)_2010,20 August - 21 August 2010,Men
6,SANGWON,SON,KOR,41-,21-,Xining_(CHN)_2010,20 August - 21 August 2010,Men
7,PATXI,USOBIAGA LAKUNZA,ESP,28,16-,Xining_(CHN)_2010,20 August - 21 August 2010,Men
8,MIKHAIL,CHERNIKOV,RUS,29-,15,Xining_(CHN)_2010,20 August - 21 August 2010,Men
9,RAMÓN,JULIAN PUIGBLANQUE,ESP,28-,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
9,MANUEL,ROMAIN,FRA,28-,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
9,THOMAS,TAUPORN,GER,28-,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
12,ROMAIN,DESGRANGES,FRA,27,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
13,MARIO,LECHNER,AUT,27-,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
14,HYUNBIN,MIN,KOR,25,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
15,VICTOR,ESTELLER OCAÑA,ESP,23+,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
16,JORG,VERHOEVEN,NED,23,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
17,QINGHUA,WANG,CHN,23-,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
18,CHANGZHONG,LIU,CHN,20-,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
18,KAZUMA,WATANABE,JPN,20-,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
20,HIROKI,TSUNODA,JPN,13,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
21,XIANGYANG,YE,CHN,12+,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
22,DENIS,ZHENDINSKIY,KAZ,12,,Xining_(CHN)_2010,20 August - 21 August 2010,Men
1,JAIN,KIM,KOR,59+,53+,Xining_(CHN)_2010,20 August - 21 August 2010,Women
2,YUKA,KOBAYASHI,JPN,54-,51+,Xining_(CHN)_2010,20 August - 21 August 2010,Women
3,AKIYO,NOGUCHI,JPN,54,49-,Xining_(CHN)_2010,20 August - 21 August 2010,Women
4,ANGELA,EITER,AUT,54-,48,Xining_(CHN)_2010,20 August - 21 August 2010,Women
5,CAROLINE,CIAVALDINI,FRA,54+,46-,Xining_(CHN)_2010,20 August - 21 August 2010,Women
5,NATALIJA,GROS,SLO,54+,46-,Xining_(CHN)_2010,20 August - 21 August 2010,Women
7,MINA,MARKOVIC,SLO,60-,41-,Xining_(CHN)_2010,20 August - 21 August 2010,Women
8,ALEXANDRA,EYER,SUI,54-,37-,Xining_(CHN)_2010,20 August - 21 August 2010,Women
9,HÉLÈNE,JANICOT,FRA,54-,31-,Xining_(CHN)_2010,20 August - 21 August 2010,Women
10,MURIEL,SARKANY,BEL,54-,26.5,Xining_(CHN)_2010,20 August - 21 August 2010,Women
11,MOMOKA,ODA,JPN,50,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
12,ALIZÉE,DUFRAISSE,FRA,50-,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
12,CHARLOTTE,DURIF,FRA,50-,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
12,MAJA,STREMFELJ,SLO,50-,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
15,BARBARA,BACHER,AUT,43-,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
15,CHRISTINE,SCHRANZ,AUT,43-,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
17,XUHUA,PAN,CHN,41+,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
18,CHUNHUA,LI,CHN,36+,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
19,HANNARAI,SONG,KOR,36-,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
20,EVGENIIA,MALAMID,RUS,34,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
21,LAMU,RENQING,CHN,31-,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
22,XIAOTONG,GUAN,CHN,22,,Xining_(CHN)_2010,20 August - 21 August 2010,Women
1,PATXI,USOBIAGA LAKUNZA,ESP,top  1. | top  1. [4.47],40-,44+,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
2,RAMÓN,JULIAN PUIGBLANQUE,ESP,top  1. | top  1. [4.47],46-,40-,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
3,SACHI,AMMA,JPN,top  1. | top  1. [4.47],41-,40-,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
4,ADAM,ONDRA,CZE,top  1. | top  1. [4.47],40+,40-,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
5,DAVID,LAMA,AUT,41   10. | 45+  10. [10.25],40+,37-,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
6,JAKOB,SCHUBERT,AUT,top  1. | top  1. [4.47],40,36,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
7,SANGWON,SON,KOR,top  1. | top  1. [4.47],39-,36-,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
8,HYUNBIN,MIN,KOR,top  1. | top  1. [4.47],39-,32+,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
9,ROMAIN,DESGRANGES,FRA,top  1. | 38   12. [7.75],40-,24+,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
10,MANUEL,ROMAIN,FRA,top  1. | 37   17. [9.75],39-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
11,JORG,VERHOEVEN,NED,40-  12. | 37   17. [15.41],39-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
12,TATSUMI,NITTA,JPN,35-  18. | 46-  8. [12.87],38,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
13,JIHWAN,PARK,KOR,37-  15. | 46-  8. [11.29],33,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
14,AKITO,MATSUSHIMA,JPN,41   10. | 38-  13. [12.34],33,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
15,THOMAS,TAUPORN,GER,36-  17. | 38-  13. [15.70],33,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
16,GAUTIER,SUPPER,FRA,35-  18. | 38-  13. [16.82],33,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
17,HIROKI,TSUNODA,JPN,36   16. | 38-  13. [15.23],28,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
18,IVAN,KAUROV,RUS,34   24. | 37   17. [21.79],28,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
19,KAZUMA,WATANABE,JPN,39+  14. | 37-  22. [17.55],28-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
20,MASAHIRO,HIGUCHI,JPN,34   24. | 37   17. [21.79],28-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
21,MARIO,LECHNER,AUT,35-  18. | 32-  28. [23.57],25+,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
22,SAKAE,NAKAHARA,JPN,40-  12. | 36-  24. [17.32],25,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
23,SEOLBIN,SIM,KOR,35-  18. | 37   17. [19.25],25,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
24,KAZUTOSHI,OGATA,JPN,34+  22. | 32-  28. [25.32],25,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
25,CHANGHYON,LEE,KOR,34+  22. | 35+  25. [23.72],12,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
26,JAHA,KIM,KOR,33   28. | 42-  11. [17.55],6-,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
27,JEONGSU,LEE,KOR,27   30. | 36   23. [26.49],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
28,SUNGBO,SEO,KOR,34   24. | 30   30. [27.61],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
29,RYUICHI,MURAI,JPN,33+  27. | 30-  32. [29.62],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
30,DAISUKE,KONISHI,JPN,24   35. | 35   26. [30.17],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
31,ARTYOM,DEVYATERIKOV,KAZ,24+  34. | 32   27. [30.30],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
32,VICTOR,ESTELLER OCAÑA,ESP,27   30. | 30   30. [30.50],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
33,MASAKI,SHIBATA,JPN,33-  29. | 30-  32. [30.70],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
34,YONGHO,JANG,KOR,26+  32. | 29-  34. [32.98],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
35,HONGIL,KIM,KOR,26   33. | 24   38. [35.41],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
36,JESSE,OFFNER,NZL,23   36. | 26   36. [36.00],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
37,MARK,PUGH-WILLIAMS,NZL,19   37. | 25   37. [37.25],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
38,DANIEL,TIRADO,COL,16-  40. | 28+  35. [37.42],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
39,KA-CHUN,YAU,HKG,19   37. | 23-  39. [38.24],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
40,CHASE,GATLAND,NZL,17-  39. | 17+  40. [39.50],,,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Men
1,JAIN,KIM,KOR,top  1. | top  1. [2.24],top,47-,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
2,CAROLINE,CIAVALDINI,FRA,top  1. | 40+  2. [3.16],42,38-,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
3,ANGELA,EITER,AUT,top  1. | 40   3. [5.48],47+,34-,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
4,NATALIJA,GROS,SLO,top  1. | 40-  10. [7.25],44-,34-,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
5,YANA,CHERESHNEVA,RUS,top  1. | 40   3. [5.48],46-,33+,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
6,MURIEL,SARKANY,BEL,35+  13. | 39+  12. [12.99],46-,33+,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
7,MINA,MARKOVIC,SLO,31   17. | 40   3. [10.10],45,33+,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
8,MAJA,STREMFELJ,SLO,31-  18. | 36   18. [18.25],46-,28,Chuncheon_(KOR)_2010,28 August - 30 August 2010,Women
